medra_code,medra_name
10034674,Peritonitis
10034675,Peritonitis bacterial NOS
10034676,Peritonitis bile acid
10034677,Peritonitis biliary
10034678,Peritonitis gonococcal
10034679,Peritonitis in infectious diseases classified elsewhere
10034680,Peritonitis perforative
10034681,Peritonitis pneumococcal
10034682,Peritonitis sclerosing
10034683,Peritonitis suppurative
10034684,Peritonitis syphilitic
10034685,"Peritonitis, unspecified"
10034686,Peritonsillar abscess
10034687,Peritonsillar abscess drainage
10034688,Peritonsillar abscess NOS
10034689,Peritubal adhesions
10034690,Periumbilical sepsis
10034691,Permanent colostomy
10034692,Permanent deafness
10034693,Permanent urethral catheterisation
10034694,Permeability capillary increased
10034695,Pernicious anaemia
10034696,Pernicious anaemia NOS
10034697,Pernicious anemia
10034698,Pernio
10034699,Peroneal muscular atrophy
10034700,Peroneal nerve injury
10034701,Peroneal nerve palsy
10034702,Persecutory delusion
10034703,Perseveration
10034704,Persistant generalised lymphadenopathy
10034705,Persistent disorder of initiating or maintaining sleep
10034706,Persistent disorder of initiating or maintaining wakefulness
10034707,Persistent dry cough
10034708,Persistent foetal circulation
10034710,Persistent hyaloid
10034711,Persistent hyperplasia of thymus
10034712,Persistent non-productive cough
10034713,"Persistent postoperative fistula, not elsewhere classified"
10034714,Persistent school failure
10034715,Persistent vegetative state
10034716,Persistent vomiting
10034717,Personal appearance neglect of
10034718,Personal irresponsibility
10034719,Personality change
10034720,Personality change due to a general medical condition
10034721,Personality disorder
10034722,Personality disorder NOS
10034723,Personality disorder of childhood
10034724,Personality disorder with predominantly sociopathic or asocial manifestation
10034725,Personality disorders
10034731,Personality syndrome organic
10034732,Personality unstable
10034733,Personnel clash at work
10034734,Perspiration excessive
10034735,Perthes disease
10034736,"Pertrochanteric fracture of femur, closed"
10034737,"Pertrochanteric fracture of femur, open"
10034738,Pertussis
10034739,Pervasive developmental disorder NOS
10034741,Perversion olfactory
10034742,Pes anserinus tendinitis or bursitis
10034743,Pes cavus
10034744,Pes planus
10034745,"Pes planus, congenital"
10034746,Pes valgus
10034747,Pesticide poisoning
10034748,PET
10034749,PET scan
10034750,PET scan abnormal
10034751,PET scan normal
10034752,Petechia
10034753,Petechia at injection site
10034754,Petechiae
10034755,Petechiae oral mucosa
10034756,Petechial rash
10034757,Petit mal
10034758,Petit mal convulsion
10034759,Petit mal epilepsy
10034760,"Petit mal status, epileptic"
10034761,Petroleum distillate poisoning
10034762,Petrositis
10034763,"Petrositis, unspecified"
10034764,Peutz-Jeghers syndrome
10034765,Peyronie's disease
10034766,Peyronies disease
10034767,PFR
10034768,PFR abnormal
10034769,PFR decreased
10034770,PFR increased
10034771,PFR normal
10034772,pH
10034773,pH abnormal NOS
10034774,pH body fluid NOS
10034775,pH body fluid NOS abnormal
10034776,pH body fluid NOS decreased
10034777,pH body fluid NOS increased
10034778,pH decreased
10034779,pH high
10034780,pH increased
10034781,pH normal
10034782,pH NOS
10034783,pH reduced
10034784,pH semen
10034785,pH semen abnormal NOS
10034786,pH semen decreased
10034787,pH semen high
10034788,pH semen increased
10034789,pH semen low
10034790,pH semen normal
10034791,pH urine
10034792,pH urine abnormal
10034793,pH urine decreased
10034794,pH urine high
10034795,pH urine increased
10034796,pH urine low
10034797,pH urine normal
10034798,Phacolytic glaucoma
10034799,Phaehyphomycosis
10034800,Phaeochromocytoma
10034801,Phaeochromocytoma aggravated
10034802,Phanerosis fatty liver
10034803,Phantom limb (syndrome)
10034804,Phantom limb pain
10034805,Phantom pregnancy
10034806,Pharmacological urticaria
10034808,Pharyngeal biopsy
10034809,Pharyngeal biopsy abnormal
10034810,Pharyngeal biopsy normal
10034811,Pharyngeal cancer
10034813,Pharyngeal cancer recurrent
10034814,Pharyngeal cancer stage 0
10034815,Pharyngeal cancer stage I
10034816,Pharyngeal cancer stage II
10034817,Pharyngeal cancer stage III
10034818,Pharyngeal cancer stage IV
10034819,Pharyngeal cancer stage unspecified
10034820,Pharyngeal chlamydia infection
10034821,Pharyngeal cyst
10034822,Pharyngeal disorder NOS
10034825,Pharyngeal fistula
10034826,Pharyngeal gonococcal infection
10034827,Pharyngeal haemorrhage
10034828,Pharyngeal neoplasm benign
10034829,Pharyngeal oedema
10034830,Pharyngeal operation NOS
10034832,Pharyngeal pouch
10034833,Pharyngeal reconstruction
10034834,Pharyngeal ulceration
10034835,Pharyngitis
10034836,Pharyngitis (excl tonsillitis)
10034837,Pharyngitis mycoplasmal
10034838,Pharyngitis NOS
10034839,Pharyngitis streptococcal
10034840,Pharyngitis viral NOS
10034841,Pharyngo-oral irritation
10034842,Pharyngoconjunctival fever
10034843,Pharyngoconjunctival fever of children
10034844,Pharyngolaryngeal pain
10034845,Pharyngolaryngeal symptom
10034846,Pharyngolarynx foreign body feeling
10034847,Pharyngoplasty
10034848,Pharynx biopsy
10034849,Pharynx burning sensation of
10034850,Pharynx closed sensation of
10034851,Pharynx discomfort
10034852,Pharynx dry
10034853,Pharynx edema
10034854,Pharynx ill sensation of
10034855,Pharynx irritated sensation of
10034856,Pharynx itchy sensation of
10034857,Pharynx neoplasm malignant
10034858,Pharynx neoplasm malignant stage 0
10034859,Pharynx neoplasm malignant stage I
10034860,Pharynx neoplasm malignant stage II
10034861,Pharynx neoplasm malignant stage III
10034862,Pharynx neoplasm malignant stage IV
10034863,Pharynx redness of
10034864,Pharynx strange sensation of
10034865,Pharynx strangled sensation of
10034866,Phase-shift disruption of 24-hour sleep-wake cycle
10034867,Phenolsulfonphthalein excretion abnormal NOS
10034868,Phenolsulfonphthalein excretion decreased
10034869,Phenolsulfonphthalein excretion increased
10034870,Phenolsulfonphthalein excretion normal
10034871,Phenylalaninemia
10034872,Phenylketonuria
10034873,Phenylketonuria (PKU)
10034874,Phenylketouria
10034875,Phenylpyruvic oligophrenia
10034876,Pheochromocytoma
10034877,Philadelphia chromosome positive
10034878,Phimosis
10034879,Phlebitis
10034880,Phlebitis (following medical procedure)
10034881,Phlebitis alone
10034882,Phlebitis and thrombophlebitis
10034883,Phlebitis and thrombophlebitis of deep veins of upper extremities
10034884,Phlebitis and thrombophlebitis of deep vessels of lower extremities
10034885,Phlebitis and thrombophlebitis of femoral vein (deep)
10034886,Phlebitis and thrombophlebitis of iliac vein
10034887,Phlebitis and thrombophlebitis of intracranial venous sinuses
10034888,Phlebitis and thrombophlebitis of lower extremities unspecified
10034889,"Phlebitis and thrombophlebitis of lower extremities, unspecified"
10034890,Phlebitis and thrombophlebitis of other deep vessels of lower extremities
10034891,Phlebitis and thrombophlebitis of other site
10034892,Phlebitis and thrombophlebitis of other sites
10034893,Phlebitis and thrombophlebitis of superficial veins of upper extremities
10034894,Phlebitis and thrombophlebitis of superficial vessels of lower extremities
10034895,Phlebitis and thrombophlebitis of unspecified site
10034896,"Phlebitis and thrombophlebitis of upper extremities, unspecified"
10034897,Phlebitis deep
10034898,Phlebitis injection site
10034899,Phlebitis NOS
10034900,Phlebitis of leg superficial
10034901,Phlebitis postpartum
10034902,Phlebitis superficial
10034903,Phlebography
10034904,Phlebothrombosis
10034905,Phlebotomus fever
10034907,Phlegmon
10034908,Phlegmonous dacryocystitis
10034909,Phlegmonous gastritis
10034910,Phlyctenular keratoconjunctivitis
10034911,PHN
10034912,Phobia
10034913,Phobia of exams
10034914,Phobia of flying
10034915,"Phobia, unspecified"
10034916,Phobias NOS
10034917,Phobic anxiety
10034918,Phobic avoidance
10034919,Phobic disorder
10034920,Phobic disorders
10034921,Phobic reaction
10034922,Phobic state
10034923,Phocomelia
10034924,Phonation difficulty
10034925,Phonological disorder
10034926,Phosphatase acid increased
10034927,Phosphatase alkaline increased
10034928,Phosphate
10034929,Phosphate abnormal NOS
10034930,Phosphate decreased
10034931,Phosphate high
10034932,Phosphate increased
10034933,Phosphate level
10034934,Phosphate low
10034935,Phosphate normal
10034936,Phosphenes
10034937,Phosphokinase creatine serum increased
10034938,Phospholipid decreased
10034939,Phosphorus
10034940,Phosphorus metabolism disorder NOS
10034942,Photodynamic therapy
10034943,Photogenic urticaria
10034944,Photokeratitis
10034945,Photon radiation therapy NOS
10034946,Photon radiation therapy to bladder
10034947,Photon radiation therapy to bone
10034948,Photon radiation therapy to brain
10034949,Photon radiation therapy to breast
10034950,Photon radiation therapy to colon
10034951,"Photon radiation therapy to ear, nose, or throat"
10034952,Photon radiation therapy to lung
10034953,Photon radiation therapy to pancreas
10034954,Photon radiation therapy to pleura
10034955,Photon radiation therapy to prostate
10034956,Photon radiation therapy to skin
10034957,Photon radiation therapy to thyroid
10034958,Photon radiation therapy to uterus
10034959,Photoonycholysis
10034960,Photophobia
10034961,Photophobia aggravated
10034962,Photopsia
10034963,Photosensitive dermatitis
10034964,Photosensitive rash
10034965,Photosensitive reaction
10034966,Photosensitivity
10034967,Photosensitivity (NOS)
10034968,Photosensitivity allergic reac
10034969,Photosensitivity allergic react
10034970,Photosensitivity allergic reaction
10034972,Photosensitivity reaction
10034973,Photosensitivity reaction NOS
10034974,Photosensitivity toxic reaction
10034975,Photosensitized
10034977,Phototoxicity
10034978,Phthirus pubis (pubic louse)
10034979,Phthisical cornea
10034980,Phthisis
10034981,Phyma
10034982,Physical abuse
10034983,Physical assault
10034984,Physical assault victim (not sexual)
10034985,Physical assault with weapon
10034986,Physical examination
10034987,Physical examination NOS abnormal
10034988,Physical examination NOS normal
10034990,Physical urticaria
10034991,Physical wandering
10034992,Physically challenged relative
10034993,Physically restless
10034994,Physiologic hypogammaglobulinemia
10034995,Physiological jaundice of infancy
10034996,Physiological malfunction arising from mental factors
10034997,Physiological polycythaemia
10034998,Physiotherapy
10034999,Phytanic acid storage disease
10035000,Phytonadione deficiency
10035001,Pica
10035002,PICA (posterior inferior cerebellar artery ) thrombosis
10035003,Pick's disease
10035004,Pickwickian syndrome
10035006,PID
10035007,PID Pelvic inflammatory disease
10035008,PIE syndrome
10035009,Pierre Robin syndrome
10035010,Pigeon chest
10035011,Pigeon-chested
10035012,Pigment deposits lens
10035013,Pigment precipitation
10035014,Pigment stones
10035015,Pigmentary glaucoma
10035016,Pigmentary iris degeneration
10035017,Pigmentary retinal dystrophy
10035018,Pigmentation
10035019,Pigmentation abnormal
10035020,Pigmentation buccal
10035022,Pigmentation disorder NOS
10035024,Pigmentation lenticular
10035025,Pigmentation lip
10035026,Pigmentation of colon mucosa
10035027,Pigmentation retinal
10035028,Pigmentation skin
10035029,Pigmented basal cell carcinoma
10035030,Pigmented hairy epidermal naevus
10035031,Pigmented naevus
10035032,Pigmented retinopathy NOS
10035033,PIH Pregnancy induced hypertension
10035034,Pilar cyst
10035036,Pile operation NOS
10035037,Piles
10035038,Pill hangover
10035039,Piloerection
10035040,Pilomatricoma
10035041,Pilonidal abscess
10035042,Pilonidal abscess drainage
10035043,Pilonidal cyst
10035044,Pilonidal cyst with abscess
10035045,Pilonidal cyst without mention of abscess
10035046,Pilonidal sinus infected
10035047,Pilonidal sinus repair
10035048,Pimple
10035049,Pimples
10035050,PIN - prostatic intraepithelial neoplasia
10035051,Pin-point pupils
10035052,Pineal germinoma
10035053,Pineal neoplasm NOS
10035054,Pineal parenchymal neoplasm malignant NOS
10035056,Pinealblastoma
10035057,Pinealoma
10035058,Pineoblastoma
10035059,Pineocytoma
10035060,Pinguecula
10035061,Pingueculum
10035062,Pinguicula
10035063,Pinhole meatus
10035064,Pink macular rash on exposed areas
10035065,Pinna repair
10035066,Pinnaplasty
10035067,Pins and needles
10035068,Pinta
10035069,"Pinta, unspecified"
10035070,Pinworm infection
10035071,Pinworms
10035072,PIP OA
10035073,Pipe smoker
10035074,Piston pulse
10035075,Pithiatism
10035076,Pitting oedema
10035077,Pituitary activity decreased
10035078,Pituitary activity increased
10035079,Pituitary adenoma
10035080,Pituitary adrenal system suppression of
10035082,Pituitary disorder NOS
10035083,Pituitary dwarfism
10035084,Pituitary function depression
10035085,Pituitary gland brachytherapy
10035086,Pituitary gland neoplasm
10035087,Pituitary gonadotropins decreased
10035088,Pituitary gonadotropins increased
10035091,Pituitary hormone deficiency
10035092,Pituitary infarction
10035093,Pituitary insufficiency
10035094,Pituitary macroadenoma
10035095,Pituitary microadenoma
10035096,Pituitary neoplasm benign
10035097,Pituitary neoplasm NOS
10035100,Pituitary tumor benign
10035101,Pituitary tumor malignant
10035102,Pituitary tumor NOS
10035103,Pituitary tumor removal
10035104,Pituitary tumour
10035105,Pituitary tumour benign NOS
10035106,Pituitary tumour malignant NOS
10035107,Pituitary tumour NOS
10035108,Pituitary tumour removal
10035109,Pituitary-dependent Cushing's syndrome
10035110,Pityriasis
10035111,Pityriasis alba
10035112,Pityriasis circumocular-blepharal
10035113,Pityriasis lichenoides
10035114,Pityriasis rosea
10035115,Pityriasis rosea gibert
10035116,Pityriasis rubra pilaris
10035117,Pityriasis versicolor
10035118,PKU
10035119,Placenta praevia
10035120,Placenta praevia affecting fetus or newborn
10035121,Placenta praevia haemorrhage
10035122,Placenta praevia without haemorrhage
10035123,Placenta previa affecting fetus or newborn
10035124,Placenta previa without haemorrhage
10035125,Placenta previa without hemorrhage
10035126,"Placenta previa without hemorrhage, antepartum"
10035127,"Placenta previa without hemorrhage, unspecified as to episode of care"
10035128,"Placenta previa without hemorrhage, with delivery"
10035131,Placental choriocarcinoma
10035132,Placental disorder
10035133,Placental disorder NOS
10035134,Placental gonadotropins decreased
10035135,Placental gonadotropins deficiency
10035136,Placental gonadotropins increased
10035137,Placental incarceration
10035138,Placental insufficiency
10035139,Placental necrosis
10035140,Placental neoplasm NOS
10035142,Placental polyp
10035143,"Placental polyp, postpartum"
10035144,"Placental polyp, unspecified as to episode of care"
10035145,"Placental polyp, with delivery, with mention of postpartum complication"
10035146,Placental transfusion syndrome
10035147,Placental transfusion syndromes affecting fetus or newborn
10035148,Plague
10035149,"Plague, unspecified"
10035150,Planar warts
10035151,Planar xanthoma
10035152,Plane xanthoma
10035153,Plant skin sensitivity
10035154,Plantar fascial fibromatosis
10035155,Plantar fasciitis
10035156,Plantar nerve lesion NOS
10035157,Plantar response extensor
10035158,Plantar warts
10035159,Plaque mouth
10035160,Plaque or mold skin brachytherapy
10035161,Plasma acid phosphatase
10035162,Plasma acid phosphatase abnormal
10035163,Plasma acid phosphatase decreased
10035164,Plasma acid phosphatase increased
10035165,Plasma acid phosphatase normal
10035166,Plasma albumin
10035167,Plasma albumin abnormal
10035168,Plasma albumin decreased
10035169,Plasma albumin increased
10035170,Plasma albumin normal
10035171,Plasma aldosterone
10035172,Plasma aldosterone abnormal
10035173,Plasma aldosterone decreased
10035174,Plasma aldosterone increased
10035175,Plasma aldosterone normal
10035176,Plasma alkaline phosphatase - bone
10035177,Plasma alkaline phosphatase - liver
10035178,Plasma alkaline phosphatase normal
10035179,Plasma alkaline phosphatase NOS
10035180,Plasma aluminium
10035181,Plasma amylase
10035182,Plasma amylase decreased
10035183,Plasma amylase increased
10035184,Plasma antidiuretic hormone
10035185,Plasma antidiuretic hormone abnormal
10035186,Plasma antidiuretic hormone decreased
10035187,Plasma antidiuretic hormone increased
10035188,Plasma antidiuretic hormone normal
10035189,Plasma basophils
10035190,Plasma basophils abnormal
10035191,Plasma basophils decreased
10035192,Plasma basophils increased
10035193,Plasma basophils normal
10035194,Plasma bicarbonate
10035195,Plasma bicarbonate abnormal
10035196,Plasma bicarbonate increased
10035197,Plasma bicarbonate normal
10035198,Plasma bilirubin
10035199,Plasma bilirubin direct
10035200,Plasma bilirubin indirect
10035201,Plasma bilirubin normal
10035202,Plasma bilirubin total
10035203,Plasma bromide
10035204,Plasma bromide abnormal
10035205,Plasma bromide increased
10035206,Plasma bromide normal
10035207,Plasma calcitonin
10035208,Plasma calcitonin abnormal
10035209,Plasma calcitonin decreased
10035210,Plasma calcitonin increased
10035211,Plasma calcitonin normal
10035212,Plasma calcium
10035213,Plasma calcium abnormal
10035214,Plasma calcium decreased
10035215,Plasma calcium increased
10035216,Plasma calcium normal
10035217,Plasma catecholamines
10035218,Plasma catecholamines abnormal
10035219,Plasma catecholamines decreased
10035220,Plasma catecholamines increased
10035221,Plasma catecholamines normal
10035222,Plasma cell leukaemia
10035223,Plasma cell leukemia
10035224,Plasma cell leukemia in remission
10035225,Plasma cell leukemia without mention of remission
10035226,Plasma cell myeloma
10035229,Plasma cell tumor
10035230,Plasma cells absent
10035231,Plasma cells increased
10035232,Plasma cells present
10035233,Plasma chloride
10035234,Plasma chloride abnormal
10035235,Plasma chloride decreased
10035236,Plasma chloride increased
10035237,Plasma chloride normal
10035238,Plasma cholesterol
10035239,Plasma cholesterol abnormal
10035240,Plasma cholesterol increased
10035241,Plasma cholesterol normal
10035242,Plasma cholesterol total normal
10035243,Plasma cholinesterase
10035244,Plasma cholinesterase decreased
10035245,Plasma cholinesterase increased
10035246,Plasma cholinesterase normal
10035247,Plasma copper
10035248,Plasma copper abnormal
10035249,Plasma copper increased
10035250,Plasma copper normal
10035251,Plasma corticosterone
10035252,Plasma corticosterone abnormal
10035253,Plasma corticosterone decreased
10035254,Plasma corticosterone increased
10035255,Plasma corticosterone normal
10035256,Plasma corticotrophin
10035257,Plasma corticotrophin abnormal
10035258,Plasma corticotrophin decreased
10035259,Plasma corticotrophin increased
10035260,Plasma corticotrophin normal
10035261,Plasma cortisol
10035262,Plasma cortisol abnormal
10035263,Plasma cortisol decreased
10035264,Plasma cortisol increased
10035265,Plasma cortisol normal
10035266,Plasma creatine
10035267,Plasma creatine phosphokinase
10035268,Plasma creatine phosphokinase abnormal
10035269,Plasma creatine phosphokinase increased
10035270,Plasma creatine phosphokinase MB
10035271,Plasma creatine phosphokinase MB abnormal
10035272,Plasma creatine phosphokinase MB increased
10035273,Plasma creatine phosphokinase MB normal
10035274,Plasma creatine phosphokinase normal
10035275,Plasma creatinine
10035276,Plasma creatinine abnormal
10035277,Plasma creatinine decreased
10035278,Plasma creatinine increased
10035279,Plasma creatinine normal
10035280,Plasma donor
10035281,Plasma electrolytes NOS
10035282,Plasma electrolytes NOS abnormal
10035283,Plasma electrolytes NOS normal
10035284,Plasma eosinophils
10035285,Plasma eosinophils abnormal
10035286,Plasma eosinophils increased
10035287,Plasma eosinophils normal
10035288,Plasma expander transfusion
10035289,Plasma fibrinogen
10035290,Plasma fibrinogen abnormal
10035291,Plasma fibrinogen increased
10035292,Plasma fibrinogen normal
10035293,Plasma follicle stimulating hormone
10035294,Plasma follicle stimulating hormone abnormal
10035295,Plasma follicle stimulating hormone decreased
10035296,Plasma follicle stimulating hormone increased
10035297,Plasma follicle stimulating hormone normal
10035298,Plasma glucagon
10035299,Plasma glucagon abnormal
10035300,Plasma glucagon decreased
10035301,Plasma glucagon increased
10035302,Plasma glucagon normal
10035303,Plasma glucose
10035304,Plasma glucose abnormal
10035305,Plasma glucose decreased
10035306,Plasma glucose normal
10035307,Plasma glutamic-oxaloacetic transferase
10035308,Plasma gonadotrophin
10035309,Plasma gonadotrophin abnormal
10035310,Plasma gonadotrophin normal
10035311,Plasma growth hormone
10035312,Plasma growth hormone abnormal
10035313,Plasma growth hormone decreased
10035314,Plasma growth hormone increased
10035315,Plasma growth hormone normal
10035316,Plasma immunoglobulin A
10035317,Plasma immunoglobulin A decreased
10035318,Plasma immunoglobulin A increased
10035319,Plasma immunoglobulin A normal
10035320,Plasma immunoglobulin E
10035321,Plasma immunoglobulin E decreased
10035322,Plasma immunoglobulin E increased
10035323,Plasma immunoglobulin E normal
10035324,Plasma immunoglobulin G
10035325,Plasma immunoglobulin G decreased
10035326,Plasma immunoglobulin G increased
10035327,Plasma immunoglobulin G normal
10035328,Plasma immunoglobulin M
10035329,Plasma immunoglobulin M decreased
10035330,Plasma immunoglobulin M increased
10035331,Plasma immunoglobulin M normal
10035332,Plasma insulin
10035333,Plasma insulin abnormal
10035334,Plasma insulin increased
10035335,Plasma insulin normal
10035336,Plasma iron
10035337,Plasma iron abnormal
10035338,Plasma iron decreased
10035339,Plasma iron increased
10035340,Plasma iron normal
10035341,Plasma lactate dehydrogenase
10035342,Plasma lactate dehydrogenase abnormal
10035343,Plasma lactate dehydrogenase normal
10035344,Plasma lactic acid
10035345,Plasma lactic acid abnormal
10035346,Plasma lactic acid decreased
10035347,Plasma lactic acid increased
10035348,Plasma lactic acid normal
10035349,Plasma lactic dehydrogenase increased
10035350,Plasma lead
10035351,Plasma lead abnormal
10035352,Plasma lead decreased
10035353,Plasma lead increased
10035354,Plasma lead normal
10035355,Plasma luteinising hormone
10035356,Plasma luteinising hormone abnormal
10035357,Plasma luteinising hormone decreased
10035358,Plasma luteinising hormone increased
10035359,Plasma luteinising hormone normal
10035360,Plasma magnesium
10035361,Plasma magnesium abnormal
10035362,Plasma magnesium decreased
10035363,Plasma magnesium increased
10035364,Plasma magnesium normal
10035365,Plasma monocytes
10035366,Plasma monocytes abnormal
10035367,Plasma monocytes decreased
10035368,Plasma monocytes increased
10035369,Plasma monocytes normal
10035370,Plasma neutrophil count decreased
10035371,Plasma neutrophils
10035372,Plasma neutrophils abnormal
10035373,Plasma neutrophils normal
10035374,Plasma oestradiol
10035375,Plasma oestradiol abnormal
10035376,Plasma oestradiol normal
10035377,Plasma oestrogen
10035378,Plasma oestrogen abnormal
10035379,Plasma oestrogen decreased
10035380,Plasma oestrogen increased
10035381,Plasma oestrogen normal
10035382,Plasma osmalarity increased
10035383,Plasma osmolality
10035384,Plasma osmolality abnormal
10035385,Plasma osmolality decreased
10035386,Plasma osmolality increased
10035387,Plasma osmolality normal
10035388,Plasma osmolarity
10035389,Plasma osmolarity abnormal
10035390,Plasma osmolarity increased
10035391,Plasma osmolarity normal
10035392,Plasma parathyroid hormone
10035393,Plasma parathyroid hormone abnormal
10035394,Plasma parathyroid hormone decreased
10035395,Plasma parathyroid hormone increased
10035396,Plasma parathyroid hormone normal
10035397,Plasma pH decreased
10035398,Plasma pH increased
10035399,Plasma pH NOS
10035400,Plasma phosphate
10035401,Plasma phosphate abnormal
10035402,Plasma phosphate decreased
10035403,Plasma phosphate increased
10035404,Plasma phosphate normal
10035405,Plasma placental gonadotrophins decreased
10035406,Plasma placental gonadotrophins increased
10035407,Plasma potassium
10035408,Plasma potassium abnormal
10035409,Plasma potassium decreased
10035410,Plasma potassium increased
10035411,Plasma potassium normal
10035412,Plasma prolactin
10035413,Plasma prolactin abnormal
10035414,Plasma prolactin decreased
10035415,Plasma prolactin increased
10035416,Plasma prolactin normal
10035417,Plasma protein / albumin
10035418,Plasma protein metabolism disorder NOS
10035419,Plasma pyruvic acid
10035420,Plasma pyruvic acid abnormal
10035421,Plasma pyruvic acid decreased
10035422,Plasma pyruvic acid increased
10035423,Plasma pyruvic acid normal
10035424,Plasma selenium
10035425,Plasma selenium abnormal
10035426,Plasma selenium decreased
10035427,Plasma selenium increased
10035428,Plasma selenium normal
10035429,Plasma sodium
10035430,Plasma sodium abnormal
10035431,Plasma sodium increased
10035432,Plasma sodium normal
10035433,Plasma testosterone
10035434,Plasma testosterone abnormal
10035435,Plasma testosterone decreased
10035436,Plasma testosterone increased
10035437,Plasma testosterone normal
10035438,Plasma thrombin
10035439,Plasma thrombin abnormal
10035440,Plasma thrombin decreased
10035441,Plasma thrombin increased
10035442,Plasma thrombin normal
10035443,Plasma thromboplastin
10035444,Plasma thromboplastin abnormal
10035445,Plasma thromboplastin decreased
10035446,Plasma thromboplastin increased
10035447,Plasma thromboplastin normal
10035448,Plasma thyroid stimulating hormone
10035449,Plasma thyroid stimulating hormone abnormal
10035450,Plasma thyroid stimulating hormone decreased
10035451,Plasma thyroid stimulating hormone increased
10035452,Plasma thyroid stimulating hormone normal
10035453,Plasma transfusion
10035454,Plasma triglycerides
10035455,Plasma triglycerides abnormal
10035456,Plasma triglycerides increased
10035457,Plasma triglycerides normal
10035458,Plasma urea
10035459,Plasma urea abnormal
10035460,Plasma urea and electrolytes
10035461,Plasma urea and electrolytes abnormal
10035462,Plasma urea and electrolytes normal
10035463,Plasma urea decreased
10035464,Plasma urea increased
10035465,Plasma urea normal
10035466,Plasma uric acid
10035467,Plasma viscosity
10035468,Plasma viscosity abnormal
10035469,Plasma viscosity abnormal NOS
10035470,Plasma viscosity decreased
10035471,Plasma viscosity increased
10035472,Plasma viscosity normal
10035473,Plasma zinc
10035474,Plasma zinc abnormal
10035475,Plasma zinc increased
10035476,Plasma zinc normal
10035477,Plasmacytic-lymphocytic lymphoma (Lukes-Collins Classification)
10035478,Plasmacytic-lymphocytic lymphoma (Lukes-Collins Classification) recurrent
10035479,Plasmacytic-lymphocytic lymphoma (Lukes-Collins Classification) refractory
10035480,Plasmacytic-lymphocytic lymphoma (Lukes-Collins Classification) stage I
10035481,Plasmacytic-lymphocytic lymphoma (Lukes-Collins Classification) stage II
10035482,Plasmacytic-lymphocytic lymphoma (Lukes-Collins Classification) stage III
10035483,Plasmacytic-lymphocytic lymphoma (Lukes-Collins Classification) stage IV
10035484,Plasmacytoma
10035485,Plasmacytosis
10035486,Plasmapheresis
10035487,Plasmaphoresis
10035488,Plasmid or naked DNA in vivo gene therapy
10035489,Plasmin increased
10035490,Plasmin inhibitor decreased
10035491,Plasmin inhibitor increased
10035492,Plasminogen activity increased
10035493,Plasminogen decreased
10035494,Plasminogen high
10035495,Plasminogen increased
10035496,Plasminogen normal
10035497,Plasmocytosis
10035498,Plasmocytosis circumorificialis
10035500,Plasmodium falciparum infection
10035501,Plasmodium malariae infection
10035502,Plasmodium ovale infection
10035503,Plasmodium vivax infection
10035504,Plastic operation on nose
10035505,Plastic operation to the face
10035506,Plastic repair of pinna
10035507,Plastic rigidity
10035508,Plastic sensitivity
10035509,Plastic surgery to the face
10035510,Plateau pulse
10035511,Platelet abnormalities
10035512,Platelet abnormalities NOS
10035513,Platelet adhesiveness abnormal NOS
10035514,Platelet adhesiveness decreased
10035515,Platelet adhesiveness increased
10035516,Platelet adhesiveness low
10035517,Platelet aggregation decreased
10035518,Platelet aggregation increased
10035519,Platelet aggregation NOS abnormal
10035520,Platelet aggregation NOS decreased
10035521,Platelet aggregation NOS increased
10035522,Platelet aggregation NOS normal
10035524,Platelet changes
10035525,Platelet count
10035526,Platelet count abnormal
10035527,Platelet count abnormal NOS
10035528,Platelet count decreased
10035529,Platelet count low
10035530,Platelet count normal
10035531,Platelet destruction increased
10035532,Platelet disorder
10035535,Platelet function NOS abnormal
10035536,Platelet function NOS normal
10035537,Platelet maturation arrest
10035538,Platelet morphology abnormal
10035539,Platelet morphology NOS abnormal
10035540,Platelet production decreased
10035541,Platelet stickiness decreased
10035542,Platelet stickiness increased
10035543,Platelet transfusion
10035544,Platelets abnormal
10035545,Platelets decreased
10035546,Platelets giant morphology present
10035547,Platelets increased
10035548,Plathpnea
10035549,Platypnea
10035550,Platypnoea
10035551,Pleocytosis
10035552,Pleomorphic medium and large T-cell lymphoma (Kiel Classification)
10035553,Pleomorphic medium and large T-cell lymphoma (Kiel Classification) recurrent
10035554,Pleomorphic medium and large T-cell lymphoma (Kiel Classification) refractory
10035555,Pleomorphic medium and large T-cell lymphoma (Kiel Classification) stage I
10035556,Pleomorphic medium and large T-cell lymphoma (Kiel Classification) stage II
10035557,Pleomorphic medium and large T-cell lymphoma (Kiel Classification) stage III
10035558,Pleomorphic medium and large T-cell lymphoma (Kiel Classification) stage IV
10035559,Pleomorphic medium sized and large T-cell HTLV1 lymphoma (Kiel Classification)
10035560,Pleomorphic medium sized and large T-cell HTLV1 lymphoma (Kiel Classification) recurrent
10035561,Pleomorphic medium sized and large T-cell HTLV1 lymphoma (Kiel Classification) refractory
10035562,Pleomorphic medium sized and large T-cell HTLV1 lymphoma (Kiel Classification) stage I
10035563,Pleomorphic medium sized and large T-cell HTLV1 lymphoma (Kiel Classification) stage II
10035564,Pleomorphic medium sized and large T-cell HTLV1 lymphoma (Kiel Classification) stage III
